faithfulness,answer_relevancy,answer_correctness
0.7391304347826086,0.8690109876234122,0.21211819034271687
0.7857142857142857,0.8180228160132402,0.20967828285424997
0.8181818181818182,0.8231875143362096,0.20845314714063362
0.8636363636363636,0.8530847066702184,0.20823255526756426
0.9130434782608695,0.8272104454950543,0.2037422025284909
0.6153846153846154,0.9832342532000565,0.31121034765839584
0.6666666666666666,0.9865474699235526,0.3991978525270119
0.7142857142857143,0.9832342532000565,0.2763574299791931
0.6086956521739131,0.9865474699235526,0.546263798768549
0.55,0.9722350001938497,0.3767405712748725
0.8095238095238095,0.982179340342154,0.4234219194348827
0.42857142857142855,0.9870026458870831,0.3177338875144914
0.72,0.9868148432192811,0.5019197302300107
0.7083333333333334,0.982179340342154,0.4394594802708636
0.9473684210526315,0.9870026458870831,0.6942061988559548
